COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
15131,1,AC,31,2, Mas acceso a wifi,,,4,,3
2426,4,AC,12,1, La calidad de enseñanza que brindan a los estudiantes.,,,6,,4
10538,3,AC,25,1," La infraestructura, la calidad de profesores con los que cuenta, el prestigio y tecnología usada.",,,4,,4
25954,4,PRESENCIAL,224,1, Estructurar los tiempos para cada curso..no recortar su duración..que exista mayor participacion de profesores en los foros para retroalimentar...,,,,,3
5349,1,AC,7,1, El campus es bastante completo y los docentes son muy buenos,,,4,,4
3221,3,AC,7,1, Nos brindan todas las herramientas necesarias para aprovechar nuestro tiempo y dedicarnos a estudiar.,,,4,,4
3291,3,AC,31,6, Falta de visitas a empresas,,Delegado,6,,3
20921,3,AC,12,1, La enseñanza de los profesores,,,7,,4
18479,3,AC,9,2," Considero que debe mejorar la atención al alumno y, también, la falta fe enchufes en los ambientes de la Universidad. Además, la atención en las cafeterías es muy lenta.",,,7,,3
4436,1,AC,33,2," Los ambientes, los profesores, el metodo de enseñanza, etc.",,Delegado,7,,4
30322,3,FC,109,5, Los horarios de facilidades Para poder escuchar clases,,,4,,4
1515,2,AC,25,1, el sistema que usa para que los alumnos se desarrollen profesionalemente y como personas,,,5,,4
23110,3,AC,12,6, Atención al alumno,,Delegado,5,,3
28318,1,FC,101,2, La enseñanza,,,4,,4
4843,2,AC,17,1, No c bro disculpa,,,6,,3
29939,2,FC,101,5, La eficiencia que tiene los profesores a la hora de enseñar.,,,3,,4
8966,2,AC,5,2," Esta super bien ,pero puede mejorar en algunos aspectos.",,Delegado,7,,2
18522,4,AC,12,1," El ascensor, la no muy buena atencion al alumno de parte del personal, mas dispensadores.",,,5,,3
4619,3,AC,15,2, Los comedores,,Delegado,6,,3
26184,1,FC,109,4, El prestigio ganado y la calidad de los docentes.,,,5,,4
7801,4,AC,5,2, El proceso de matrícula y que contesten los teléfonos,,,3,,3
31168,3,FC,106,4, Prestigio y calidad de enseñanza,,,5,,3
6900,3,AC,25,2, El Método de Enseñanza que es muy amoldable a todos.,,,6,,4
29187,3,FC,106,6," Me gustaría que las clases estén mejor diseñadas. Más actualizadas, con más información, que profundicen más en los temas.QUE HAYA LA OPCIÓN DE DESARROLLAR LOS TRABAJOS INDIVIDUALMENTE. Que hayan talleres y conferencias gratuitas.",,,4,,2
4053,4,AC,5,1," La infraestructura y los profesores , me encanta que sean como tus amigos y que las clases sean muy didácticas",,,5,,4
23182,3,AC,34,6, En la red wifi,,Delegado,6,,3
22556,4,AC,15,2, Atención al alumno,,,7,,3
5886,4,AC,12,2, Consideró que le fatan muchas cosas por mejorar,,Delegado,7,,2
29621,3,FC,101,4," Deberian mantenerse las clases de ingles presenciales y no dictarse todo online, almenos dejen que se dicte 1 vez por semana.",,,4,,3
16605,3,AC,25,1, Por que es una buena Universidad,,,4,,4
20636,1,AC,33,2," me parece que algunos cursos están mal estructurados y los profesores no son los correctos, así como que la universidad cada ciclo aumenta la pensión. Así mismo, al realizar un cambio en la malla me atrasaron un año lo cual es muchísimo. Realizan cursos autodidácticos donde es necesario que yo me autoenseñe. No hay suficientes estacionamientos para todos.",,,4,,2
8262,3,AC,29,5," El ambiente, la infraestructura y la dedicación de mis maestros en el desenvolvimiento del curso",,,5,,4
4140,4,AC,5,7," Excelente calidad académica, pero tiene que mejorar la infraestructura de la sede de San Isidro.",,Delegado,8,,3
2102,1,AC,7,2, Los días de matrícula,,,4,,2
29615,3,FC,105,1," Es pésima la plataforma! No hay información adecuada además que nunca te contestan el teléfono sólo les importa si es una venta, en lo personal me fregaron Mi convalidación de cursos y me atrase en un curso! Se equivocaron y me pusieron uno en vez de otro! Pésima atención malos canales de informes sólo les importa su venta!",,,4,,2
32876,4,PRESENCIAL,217,1, Su planta docente.,,,,,4
23430,3,AC,5,6, Excelente enseñanza,,,5,,4
30698,2,FC,107,5," Organizarse mejor este ciclo hubo problemas con las matriculas y habilitacion de cursos,el resto estan muy bien en tecnología",,Delegado,1,,3
10259,4,AC,2,2, Ampliar sede san Isidro ó crear más áreas comunes para estudio,,,5,,3
15085,3,AC,31,2, porque si,,,5,,2
23470,3,AC,2,7," Tiene buenas carreras y son buenas enseñándolas, sin embargo hay veces que el sistema no funciona",,,7,,3
13546,2,AC,17,1, Que es la mejor es muy buena,,,5,,4
11167,1,AC,31,2, Porque si,,,5,,3
108,4,AC,2,3, Las clases,,,4,,4
11058,4,AC,25,3, En el proceso de matrícula y en los cursos blended,,,5,,3
30074,2,FC,107,1, Los trabajos y la exigencia,,,4,,3
10859,1,AC,37,7, Es una universidad de prestigio con convenios internacionales que permite que sus egresados tengan una visión global,,,8,,4
7186,2,AC,31,2, Los profesores,,,5,,4
7930,1,AC,29,1, por la enseñanza que brindan,,,4,,3
26653,4,FC,101,3, Profesores y lugar de estudio,,,5,,4
22115,3,AC,25,6," La red WiFi, una mejor organización en la matricula.",,,6,,3
15263,3,AC,39,5," Ampliar el campus, la biblioteca, áreas de comida y recreo.",,,7,,3
6268,4,AC,5,5," Programación de horarios, falta de salones y una espera muy larga por los tramistes",,,5,,3
1511,4,AC,31,6, los campus deben ser más espaciosos,,Delegado,6,,2
17605,1,AC,7,1, En cafeteria,,Delegado,4,,1
24353,3,AC,3,2, A la hora de hacer horarios mas factibles,,,6,,3
20704,2,AC,31,2," La calidad educativa , es decir el material brindado. Sin embargo, recomiendo que evalúen a los profesores, debido que tengo un profesor que tiene una mala metodología, tiene expresiones y palabras equivocadas. Además , no se expresa adecuadamente con sus alumnos. Eso lamentablemente decepciona que la universidad no se percate de como es la enseñanza de sus profesores y no solo guiarse por el tiempo que llevan enseñando. Recomiendo clases de pedagogía constantes y psicológicos .",,,5,,4
21295,4,AC,14,1, El campus es muy vacio y sus instalaciones son maso menos comodas y..... En los salones las carpetas no tienen rejilla para poner nuestras cosas ... Osea debajo de la silla que persona normal lo pone? Osea eso fatal,,,4,,2
28574,3,FC,107,1, Más consideración de tiempo para los que trabajamos a veces los cursos son muy intensivos y rápidos,,,2,,3
31799,1,FC,107,2, Brindar docentes de calidad,,,2,,2
2639,3,AC,15,2, El sistema,,Delegado,6,,3
28653,1,FC,108,8, Que tienes que esforzarte cada vez más a medida q avanza los cursos,,,2,,4
3587,1,AC,9,3, En casi todo.,,Delegado,7,,3
26338,1,FC,108,3, Porque tiene mucho materiales de apoyo,,,4,,4
18600,3,AC,31,1, Información,,,4,,3
13573,1,AC,38,2," Calidad, exigencia, profesionales capacitados",,,4,,4
23501,3,AC,18,5, Porque no me gusta que la pension sienpre suba,,Delegado,6,,2
3033,2,AC,28,1, Buenas instalaciones y buenos profesores,,,5,,4
18857,1,AC,37,2, porque sí,,Delegado,6,,4
22879,2,AC,9,1, La comida esta muy cara,,,6,,2
2948,3,AC,29,4," Lo positivo es que cuenta con buenas instalaciones, lugares donde estudiar y buenos profesores. Lo negativo es el pago de la matricula y las pensiones que cada vez sigue subiendo.",,,5,,4
22284,4,AC,28,1, En poder cambiar la metodología del horario; es decir que la Universidad disponga los horarios ya bien sea todo turno mañana o turno tarde.,,,4,,3
28056,2,FC,106,1, La forma de enseñanza,,,4,,4
28265,2,FC,109,1, Mas orden en proceso de inscripción,,,4,,3
19242,3,AC,2,2," Mejorar y aumentar las zonas deportivas , realizar mayores actividades extra académicas y aumentar los Talleres",,,5,,3
7450,1,AC,36,1, Es buena,,,5,,4
8215,3,AC,7,8," El aumento constante de las boletas sin cambio significativo en la infraestructura, así como la falta de capacidad para la contratación de ciertos profesores.",,Delegado,4,,2
21098,1,AC,35,7," el wifi, la limpieza de algunos baños.",,Delegado,4,,3
9498,2,AC,5,1, Te da espacios comodos para poder realizar diferentes actividades de estudio,,,5,,4
12160,3,AC,9,1, Muy bien,,Delegado,5,,3
20186,1,AC,3,2, El pago es mucho,,,5,,3
11477,3,AC,31,3," La exigencia e innovación, tanto de la Universidad como el que forja y requiere el alumno. L",,,5,,4
2959,3,AC,5,3, Muy cAro para poco servicios,,,6,,1
20531,3,AC,12,2," La cafetería está siempre muy llena y casi no hay mesas libres. Deberían ampliarla o abrir otra cafetería. Además de ello, todo está bien.",,,7,,3
27446,1,FC,109,7, Cumplen con los sylabus de los cursos,,,4,,4
33017,3,FC,110,9, Se ncesita labotario EPW,,Delegado,4,,2
10679,1,AC,28,1, aprender,,,4,,4
16963,2,AC,28,2," Zonas de estudio, no hay suficientes.",,,4,,2
18849,3,AC,34,9," La enseñanza de los profesores, la buena experiencia y calidad de enseñanza",,Delegado,4,,4
12965,1,AC,33,2, Infraestructura,,Delegado,6,Deportista,4
3457,4,AC,5,1, Calidad educativa,,,6,,4
27741,3,FC,110,1," El prestigio, los convenios y tipos de financiamiento que existe para culminar tu carrera.",,,4,,4
31923,4,FC,107,8, Atencion al alumno,,,2,,2
21182,3,AC,20,2, por la acreidtación,,,5,,4
2634,4,AC,21,1," La enseñanza es muy buena, profesores muy didácticos, material a disposición y buena infraestructura.",,,5,,4
13407,3,AC,6,6," Reajustar sus presupuestos, ya que cada año suben la pensión y no se ven mejorar por ejemplo ampliación de lugares de estudio (no centrarse sólo en una sede en específico) , lugares de esparcimiento, etc.",,,7,,3
696,3,AC,14,1, Docentes con experiencia y estrategias para enseñar a los alumnos.,,,6,,3
29133,3,FC,108,6, Instalaciones,,,3,,4
17916,2,AC,3,1," Atención al alumno, precios",,,5,,3
2848,1,AC,5,3," Atención a al alumno, respecto a al aulavirtual cuando hay fallas, etc",,,6,,3
31047,4,FC,101,4, El sistema aula virtual y los ambientes del campus son adecuados para el desarrollo del estudio académico.,,,4,,4
21879,3,AC,27,2, Las macs,,,6,,4
10871,3,AC,17,3, por la acreditacion,,,5,,3
6346,4,AC,31,2, Mas espacio para comer y estudiar,,,6,,3
96,2,AC,5,2, Se debería mejorar la conexión Wi Fi,,,6,,3
32837,2,FC,101,3," La matricula en linea es estresante y los horarios en que nos dan para matricularnos, la pension del ingles es muy cara para el tipo de servicio.",,,4,,3
30195,2,FC,106,1, Plataforma,,,4,,3
24103,3,AC,12,6, Me gustaría que tenga mejores horario y más transporte entre sedes.,GEA,,5,,4
39,2,AC,30,2, Felicitar los tramites y contactos con el alumno,,,4,,3
9546,3,AC,31,1," Los servicios que facilitan como biblioteca, espacios para descansar etc.",,,5,,4
14989,4,AC,3,1, La tecnologia que hay en los campus,,,5,,4
10474,3,AC,7,5, Los salones de clase a veces son muy pequeños,,,5,Deportista,3
31515,2,FC,106,4," Mas señalizacion de los modulos, cubiculos para estudiar.",,,2,,3
17692,1,AC,31,2, Horarios de clase,,,4,,3
8716,3,AC,32,3, Deberían organizar concursos de robotica tipo Robobatalla o Xpotron etc.,,Delegado,5,,3
9295,1,AC,33,3," La calidad atención al alumno, la malla curricular, excelentes docentes pero pésima organización de los cursos.",,,6,,2
13197,2,AC,28,1, Sus excelentes profesores y métodos de enseñanza,,,4,,4
9936,4,AC,11,1," Su infraestructura y el metodo de enseñanza que tienen los profesoras, por otra parte la exigencia.",,,6,,4
29354,3,FC,105,3," El horario de clases es muy tarde para EPE, los talleres de números deberían ser antes de cada examen, no cuando este ya pasó",,Delegado,5,,2
3356,2,AC,31,1, en que debe contar bien en los talleres que uno va y que siempre debe haber papel en los baños,,,4,,3
7573,3,AC,20,2, Sugiero que en el campus de Monterrico deberÍa haber mas espacios deportivos como piscina.,,,5,,3
18672,4,AC,11,5," Matricula,aperturas de salones.",,Delegado,7,,3
23299,2,AC,3,1, La calidad de enseñanza y la atención que brindan a los alumnos.,,,5,,4
30285,4,PRESENCIAL,214,1, Mayor información bibliografica,,,,,3
14074,1,AC,37,1," Tiene un campus muy bonito y bien estructurado, apto para las necesidades de los alumnos",,,1,,4
1550,3,AC,14,3, Le falta centro de información más amplio,,,6,,3
32304,1,FC,108,6, Docentes que no fallen al curso,,,3,,3
21397,4,AC,2,1, Mejorar los puntos de impresión y hacer más rápidos los trámites.,,,4,,3
14613,1,AC,7,2," Me parece que tienen aspectos por mejorar, como la atención al alumno y el sistema de matrícula para alumnos regulares. Además, tal vez mejorar la seguridad en cada pabellón",,,3,,3
25007,1,AC,25,1, eliminen la modalida blended,,,4,,2
7220,2,AC,32,2, La calidad de educación,,,5,,4
6130,1,AC,33,2, No hay flacas ricas,,,5,,2
23205,3,AC,34,3," Becas, espacios,",,,7,,3
32450,1,FC,109,8, En el sistema epe al cambio del modulo si debemos una matricula no podemos continuar los estudios,,,3,,2
4555,1,AC,33,8, Mucho alumnos,,,4,,3
5786,3,AC,27,2," Muy buena sistema, buena plana docente",,,5,,4
23369,2,AC,7,1, Me parece buena Universidad,,,4,,3
5103,4,AC,31,5," Primero, los espacios de estudio no son los suficientes. Asi también, existen profesores que ejercen la docencia como si fuera una obligación, es decir la universidad aun cuenta con profesores poco calificados en el aspecto de la enseñanza.",,Delegado,6,,3
4129,2,AC,25,1, Su infraestructura y su excelente método académico de enseñanza.,,,5,,4
17538,2,AC,15,3," Me parece terrible que en la universidad exista cruce de horarios y las personas de atencion al alumno no hagan nada sabiendo que el ptc del campus puede ayudarte. Yo puedo llevar 27 creditos y llevo 22 porque en san miguel no abren cursos avanzados y los pocos que hay se cruzan me parece una pésima organización. Ademas, las oportunidades laborales no son las mejores y deberian aliarse con el convenio de universidades como la pucp, universidad, universidadh,ulima ya que estamos lejos de mejorar puesto que hemos",,,4,,1
29490,2,FC,100,5," La tecnología ante todo, pero a veces no deben ser tan tecnológicos para resolver los problemas, basta con una buena explicación de una persona y no el llenado de un fit virtual o algo por el estilo. Saludos",,,4,,4
3209,3,AC,32,1, El conocimiento,,,6,,4
9893,1,AC,33,1, La calidad de profesores y sobre todo que usan mucho la tecnología,,,5,,4
28903,3,FC,105,9, La metodología que permite asimilar de manera real los conocimientos es decir hay tantos controles y evaluaciones continuas q te aseguras de que aprendes.,,,4,,4
18191,4,AC,14,2,  la cantidad de cubículos  espacio libre para interactuar con otros alumnos  los sillones del 5to piso ya no están  los cursos blended para cursos complicados  el uso del ipad para proyectar,,,6,,2
2345,1,AC,14,1, Enseñan muy bien,,,5,,4
20312,1,AC,26,1, La conexión del Blackboard de la Universidad es lente usualmente,,,4,,3
12336,1,AC,7,1, La universidad es buena en profesore ademas de espacios.,,,2,,4
30129,2,FC,105,2, mas sedes,,,2,,3
24802,3,AC,5,1," Su mecanismo para darnos esa facilidad de aprender cada día, los métodos que busca para que nosotros aprendamos de la mejor manera",,,6,,4
5436,1,AC,33,2," Es muy buena universidad. Sin embargo, es muy cara.",,,5,,3
26121,2,FC,105,4, Servicio al alumno...debe ser mas eficiente al responder nuestras consultas y la programacion de matricula,,Delegado,5,,3
15552,3,AC,34,6, Elevar el nivel en varios cursos,,Delegado,6,,3
4075,4,AC,2,1, La enseñanza,,,5,,4
16423,3,AC,28,9,  Infraestructura en proceso de saturación (centro de información)  Aulas sin PCs (es más complicado hacer una presentación sin una laptop). Algunos profesores aun no se acostumbran a usar el Ipad para sus clases.  Servicios académicos (atención al alumno)  Proceso de matrícula,,Delegado,3,,2
10485,1,AC,33,2, Deben de tener mas cafeterias,,,6,,3
11335,4,AC,13,1, La calidad,,,6,,4
31466,2,FC,101,6, La respuesta de atención del contacto web,,,3,,2
28417,3,FC,108,6," La atencion que brindan al alumno cada que uno quiere hacer alguna consulta por telefono o chat no se puede , entonces no se para que habilitan esas opciones, ademas no se nos informa de los cambios que realizan por ejemplo cambio de nombre un curso y nadie se digno a informar.",,,4,,2
27610,2,FC,100,4, Lograr mis expectativas a corto plazo y tener una carrera universitaria en una institución de prestigio y reconocida.,,,5,,4
7938,1,AC,37,7," En la matrícula de los cursos, no hay aulas suficientes",,,8,,1
25618,3,FC,106,5, Horario,,,5,,4
5152,1,AC,37,2, Servicio,,,6,,2
22835,2,AC,5,1, La cafetería la atención y limpieza no es buena,,,5,,3
9248,4,AC,11,4, Atención al alumno,,,3,,2
8832,3,AC,13,1, Al menos en la sede Monterrico siento que hay una sobrepoblación que llega a incomodar un poco en las horas puntas.,,,5,,3
12891,3,AC,9,1," La pensión, y lo incómodo que es matricularse",,Delegado,4,,2
23421,2,AC,31,1, Es una universidad muy buena y muy exigente pero tiene profesores que se creen que los alumnos son superdotados pues casi no dan clases y pones pruebas a un nivel super alto al cual ellos no llegan,,,5,,4
22654,2,AC,15,1," La verdad que , me gustaría que sea más razonable con los costos ya que no todos tenemos las oportunidades económicas de otros",,Delegado,4,,2
15554,1,AC,4,1, Si la recomendaría,,,5,,3
6610,1,AC,37,2, Áreas de descanso o de recreación con techo por si llueve,,Delegado,5,,3
6602,1,AC,25,3, Exigencia,,,6,,4
17546,3,AC,15,6, El nivel académico de los docentes,,,7,,4
15792,3,AC,15,2, Mucha gente,,,8,,2
27352,3,FC,109,3," El tipo de enseñanza, por que creo que logra que aprendamos",,,4,,4
29167,4,FC,101,1, Costo,,,4,,3
23170,4,AC,28,8, La exigencia en los estudios y las herramientas que se tienen con el fin de tener una visión mas real del ambiente laboral.,,Delegado,5,,4
9174,4,AC,22,2, La comunicación que hay entre los profesores y director de la carrera con los alumnos,,Delegado,6,,4
23012,3,AC,7,10," No hay espacio para nada, hay mucha gente en la universidad el aforo es excesivo",,Delegado,2,,3
8084,4,AC,31,2," Infraestructura en San Isidro (ascensores, salones, máquinas, patios, etc)",,,5,,3
4385,4,AC,5,1, Infrestructura,,,6,,3
25395,1,FC,107,1, Buena universidad muy exigente,,,4,,4
31063,3,FC,100,4," Limpieza, atención al estudiante, mejor señal de wifi",,,4,,3
27920,4,FC,101,1, Los profesores deben tener mayor experiencia.,,,3,,3
10667,3,AC,5,1," Que haya aire acondicionado, mas enchufes en los salones y en las salas de lecturas. Que los cursos de matematica no sean blended",,,5,,2
10278,1,AC,7,6, Penciones altas,,Delegado,5,,2
18692,4,AC,25,6, Mejor convenios calidad en lugat de cantidad,,,5,,3
15607,2,AC,17,2, Que es muy exigente,,Delegado,6,,4
68,1,AC,37,1, ¡En nada!,,,5,,4
28844,3,FC,108,10, En el incremento de los pagos,,,2,,2
25080,4,AC,14,1, Por el tipo de enseñanza que te da la universidad hacia tu carrera se enfoca primordialmente en cursos fundamentales en los primeros ciclos.,,,3,,4
32988,3,FC,103,2, Buen profe,,,4,,4
25742,3,FC,110,3, Los horarios flexibles,,,2,,4
15458,3,AC,6,1, Las oportunidades y experiencias que me brinda,,,7,,4
13574,2,AC,32,1, Podrían aumentar la cantidad de libros en la biblioteca. Y buscar una forma de reducir el precio del menú económico.,,,6,,3
26203,3,FC,107,6, Mensualidades muy caras,,,5,,2
5310,3,AC,11,1," Mas baños, mas ascensores, mejor ventilacion en los salones, mas actividades en la universidad",,,7,,3
31731,1,FC,109,1, Tiene muy buen nivel pero no estoy de acuerdo en que suban tanto la pension,,,2,,3
27765,1,FC,101,2, Apoyo en los tiempos y flexibilidad para los exámenes.,,,2,,3
29465,3,FC,101,9," Como EPE, en no considerar un beneficio económico al grupo GEA y en no respetar los horarios cambiándolos sin considerar que los EPE tienen familia.",,,4,,2
19777,4,AC,3,5, Buena Buena,,,7,,3
27485,3,FC,105,4, Porque eh tenido una buena experiencia hasta el momento,,Delegado,3,,3
18651,1,AC,7,6, En el contacto y respuestas cada vez que hay problemas con la matrícula o algún reclamo,,Delegado,5,,2
5687,3,AC,5,2, En la facilidad de horarios.,,,6,,3
6729,3,AC,20,1, Mejorar la atencion a los alumnos y los cobros de mas fuera de la pension,,,4,,3
21350,3,AC,5,6, La constante actualizacion de las mallas curriculares de acuerdo a la demanda del mercado laboral lo que permite la.formacion de profesionales competitivos,,,7,,4
2010,1,AC,38,1, Puede mejorar,,Delegado,3,,2
28406,1,FC,106,2," Los horarios, los docentes y la infraestructura",,,4,,4
2114,3,AC,10,1, Profesores vagos que dejan trabajos y exámenes con temas que no enseñan del todo bien durante las clases y baños sucios. Por eso dicen que es difícil quedarse en la universidad cuando hay profesores que no enseñan bien y hacen los exámenes complicados.,,,7,,1
11561,4,AC,25,1, Es una universidad de alta categoría,,,5,,4
13739,1,AC,5,3," Mayor facilidad para adquirir un iPad, más información de los crusos blended y más talleres en la sede de Villa ( negocios)",,,6,,2
19955,4,AC,2,1," Tecnologia, comodidad, facilidad",,,4,,4
6752,2,AC,3,1, Profesores aburridos.,,,4,,3
13097,3,AC,25,1, por su moderna infraestructura y su tecnologia,,,5,,3
24605,3,AC,25,1, Ampliación de comedores,,,6,,3
7688,4,AC,22,3, Debe de haber más lugares para poder almorzar También el tema de los cubiculos se deberías ampliar más esos espacios,,,6,,3
6621,1,AC,25,3, Excelente enseñanza,,,5,,4
16286,3,AC,16,3, Es muy buena universidad y tiene buenos profesores,,,4,,3
31860,1,FC,108,9, Exigencia,,,4,,4
5835,1,AC,36,1, La calidad educativa y la disciplina,,,2,,4
31319,1,FC,107,1, La exigencia es demasiada,,,3,,4
17974,3,AC,31,2, Break,,,5,,3
31181,3,FC,110,6, Buena bolsa laboral,,,4,,3
26090,4,PRESENCIAL,219,1," Los docentes, su infraestructura, la tecnología brindada y la atención personalizada",,,,,4
3693,4,AC,14,2, Porque si,,,6,,4
14464,3,AC,31,4, es bastante exigente y te impulsa a emprender en algún negocio,,,4,,4
24451,4,AC,31,7, Tenería haber más espacios para estudiar,,Delegado,7,,3
14115,3,AC,2,2, En la infraestructura de sus aulas en que deberían ser más razonables ya que muchas veces donde esta el proyector tapa gracias parte de la pizarra,,,5,,3
14190,3,AC,24,2," Preocuparse por solucionar los servicios básicos de higiene y climatización. Además, hacer filtro con sus profesores pues no parecen capacitados para enseñar.",,Delegado,5,,2
31645,2,FC,103,1," No tuve una buena experiencia en mi primer día de clases hine muy animada pero no hubo un personal q me informara sobre a q aula y curso me dirigía fui al centro del alumno y no tuvieron la rapidez de ayudarme y llegue tarde a clases ! Cuando vine a buena hora y tnb sobre el curso de mate creo q se debería mejorará para poder comprender sobre todo porque tengo 15 años de haber terminado mis estudios de colegio,me sta costando star al nivel de los demás y sobre todo porq muchas veces el trabajo",,,4,,3
24535,3,AC,8,6, MEJORA EL WIFI Y DESBLOQUEA POKEMON GO,,Delegado,7,,3
1932,1,AC,37,1, La comodidad Los profesores la manera que te brindan du apoyo,,,6,,4
16673,2,AC,15,1," La dedicación de los profesores, la buena enseñanza que nos brindan.",,,6,,4
19934,3,AC,13,6," Buses, cafetería, wifi",,,6,,3
32938,4,PRESENCIAL,213,1, Metodología de enseñanza. La calidad de docencia,,,,,4
7725,3,AC,12,3, En intranet y blackboard además de su administracion,,,6,,3
10368,1,AC,26,1, Que nos brinda todos las herramientas necesarias para poder estudiar .,,Delegado,6,,4
12869,1,AC,9,2, Respecto a los cubículos Hacen falta más en tiempos de exámenes y trabajos,,,6,,3
6335,3,AC,34,1, Tener 3 minutos más de tolerancia,,,5,,3
23617,3,AC,39,10, Wifi,,,7,,3
23561,3,AC,14,8," En el reglamento de pagos por créditos, los beneficios para los de primeros puestos, la beca laurette sea completa, que vuelva Xerox el servicio es malísimo lo de stansa",,,5,,3
17169,1,AC,9,3, Las clases,,,6,,4
30539,3,FC,101,2, Deben mejorar en las redes para conectarse ya que en muchos salones no llega la señal de wifi,,,4,,3
8387,4,AC,31,1, En aumentar sillas y mesas en la cafeteria,,,5,,2
25219,2,AC,31,2, Que haya wifi en los baños,,,5,,2
18024,3,AC,30,1, Banda ancha de los servidores de las páginas de la Universidad para que haya más velocidad aún en horas punta,,,6,,3
2704,3,AC,32,1, Se podria mejorar los horarios del primer ciclo.,,,6,,3
22611,3,AC,7,7," En la pensión que sube y sube, pero no vemos mejorias solo vemos q hay demanda de alumnos",,,6,,2
16217,4,AC,11,2," mejor modalidad de ingreso (tal vez una entrevista mas exigente), basta de sobrepoblacion, y no suban tanto la pension, nos cuesta mucho",,,7,,3
1475,1,AC,5,6, No se puede guardar usuario ni contraseña,,Delegado,6,,3
20209,3,AC,13,3, La atención al alumno. la velocidad del WIFI es muy lento. Muchas personas en MO. Hay pocos horarios temprano,,,6,,3
5957,1,AC,9,1, la buena calidad academica,,,6,,4
11483,3,AC,15,2, Considerar la opción de ampliar la infraestructura de la universidad existente o expandir la universidad en otra zona estratégica de la ciudad.,,,6,,3
17332,2,AC,28,1," Mayor organización , y exigir puntualidad de los profesores",,,3,,3
15460,1,AC,33,8," La pension sique subiendo, no hay estacionamiento, el menu se acaba a la 1 pm. Esta lejos de todo",,,4,,1
12045,2,AC,7,2, Considero que la mayoria de aspectos en la universidad estan miy bien manejados.,,,5,,3
22394,3,AC,3,6, Mejores salones de clase y atencion al alumno,,,6,,3
25343,1,FC,108,11," Atención a los alumnos, sincerar las cuotas y trámites, mejorar el nivel de los docentes y apoyar la investigación, ya que no figuramos entre la mejores universidades del Perú.",,,2,,3
30920,3,FC,100,1, La capacitación de los profesores y el nivel de enseñanza,,,4,,4
21275,3,AC,10,3," LOS IPADS SON UN FRACASO SI EL APPLE TV NO FUNCIONA. Se desconecta o se cuelga, por el motivo que fuera perdemos tiempo de clase, dejamos de ver material importante cuando no funciona, etc.",GEA,Delegado,6,,3
22015,3,AC,18,3, la parte admistrativa por ejemplo atencion al alumno y matricula creo que debe de ser mejorada,,,6,,3
9544,3,AC,31,1, As recepcionistas no son amables y no hay muchas mesas en los comedores,,,5,,3
32982,2,FC,108,2," la ventaja de la carrera EPE y poder estudiar cierto porcentaje de los cursos de forma virtual, eso hace que te esfuerces mas.",,,2,,4
13907,4,AC,5,2," Es sistema educativo es bueno, posee excelentes docentes sin embargo, deben preparar a los alumnos para la vida no para tener conocimiento de ciertos cursos que no van relacionados con la vida. Solo algunos cursos te ayudan a crecer como persona y eso es lo que mas vale, ya que un titulo universitario no te hace mas que nadie. El sistema de matricula es pesimo a veces deben mejorar",,,5,,3
23149,3,AC,3,2," Profesores, ambientes de alimentacion, mejorar los baños",,,5,,3
23343,4,AC,29,1, Starbucks,,,5,,4
16116,3,AC,25,6, esta mejorando en su calidad,,,7,,3
14604,2,AC,7,1," El campus este limpio y ordenado, la enseñanza de los profesores y los viernes culturales que hay en cada campus",,,3,,4
31798,1,FC,107,1, Un buen ambiente academico,,,4,,4
4899,4,AC,26,6," Se debería mejorar la matrícula, los horarios, los espacios disponibles para los alumnos, la atencion al alumno. Tener una mayor cercanía con los directivos de la carrera. Tener mayor área s recreativas para los alumnos.",,Delegado,7,,3
16105,2,AC,16,1, La metodología de enseñanza.,,,5,,4
8329,3,AC,27,3, Responde a las necesidades del merxado,,,4,,3
29111,4,FC,101,4, La innovación y excelente plana docente con la que cuenta la universidad.,,,4,,4
3008,3,AC,31,1, Las tutorías,,,7,,4
27286,3,FC,101,8, Cada año hace una carga a la mensualidad que es retroactiva para todos los estudiantes; deberian considerar que los aumentos en las matriculas y o mensualidades solo apliquen a las nuevas bases ingresantes,,,4,,2
23408,3,AC,26,3," Mensualidades, wifi, alumnado",,,5,,3
17742,4,AC,28,5, Deberia tener mas carreras en la sede SI,,,6,,3
15434,3,AC,5,1, Mejor atencion,,,4,,3
10985,3,AC,11,2, Intranet,,,6,,3
23510,3,AC,12,8, Se han encargado de lucrar en vez de formar profesionales,,,2,,2
20514,1,AC,38,3, Por sus convenios internacionales,,,6,,4
5122,1,AC,37,1, Siento que no te dejan avanzar,,,4,,2
16169,3,AC,31,2, Evitar que la gente fume a mas de 200 metros a la redonda No cerrar salones cuando ya se han matriculado,,,4,,3
6705,3,AC,39,1, Los cursos,,,5,,4
31272,3,FC,108,7," Mejorar centro de atención al alumno. Mas facilidades. Profesores mas calificados para la docencia, que realicen su trabajo por la cual pagamos un servicio de enseñanza y no se cumple como debe ser por uno maestros que no realizan su labora de manera correcta",,,4,,2
